Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Israel,ISR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,163000000,87000000,271000000,407000000,417000000,437000000,319000000,283000000,978000000,1381000000,1122000000,1341000000,891000000,1959000000,1174000000,1624000000,1939000000,1261000000,1326000000,698000000,1260000000,1654000000,866000000,487000000,286000000,309000000,1185000000,1080000000,582000000,24000000,81000000,1210000000,1335000000,716000000,761000000,366000000,108000000,59000000,1289000000,1191000000,354000000,116000000,337000000,179000000,846000000,1135000000,1125000000,835000000,679000000,156000000,71000000,86000000,127000000,216000000,549000000,688000000,622000000,535000000,494000000,519000000,367000000,476000000,829000000
Israel,ISR,"Armed forces personnel, total",MS.MIL.TOTL.P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142000,NA,NA,NA,191000,190000,190000,181000,181000,185000,178100,181100,181050,181050,179550,180500,171500,169500,175000,176000,176000,185000,185000,185000,184550,184550,184550,184500,184500,184500,184500,184500,178000,177500,178000,NA,NA,NA
Israel,ISR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.996311887,9.33415998,8.482694366,8.035355564,7.861692015,7.292548293,7.282222932,7.127506585,7.011533692,6.722893596,6.503574083,6.023766305,5.89967832,5.94488514,5.821884729,5.675012051,5.816265737,5.664008563,5.565471454,5.422031163,5.299143925,5.226504025,5.091167776,4.993608452,4.861047805,4.779864568,4.690516183,4.451660469,4.357647204,4.315145239,NA,NA,NA
Israel,ISR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743.420429,1859.836153,1863.494991,1745.200025,1829.352924,1825.863212,1832.664896,1954.478181,1974.879868,2012.929689,2099.230979,2218.647156,2349.556471,2521.414106,2557.073173,2635.548663,2839.715088,2968.471453,3054.559056,3144.225425,3456.98101,NA,NA
Israel,ISR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.468223401,-12.88998052,20.79594154,27.01827852,6.355606226,98.63909647,98.79262477,98.90930666,98.87039917,98.03822063,97.93853266,99.00084571,99.07544082,99.264329,96.27388624,96.2258155,96.36029339,96.51565494,96.52660268,96.30119881,96.19160746,96.53607321,96.37860706,96.50858121,96.46788516,96.50705404,96.52687762,96.51564393,96.41869521,96.4790468,96.48646935,96.23412585,96.25639922,91.06709313,88.74592966,87.017112,85.52670713,82.90800562,84.80142904,83.36523198,79.6693164,86.59501602,71.83296449,67.04873828,64.96736333,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.287308819,1.220093106,1.374545574,1.447140129,3.431951619,5.915771778,1.315607477,1.265392986,2.530103917,2.10532454,3.275951246,9.072594358,4.780202153,4.65887229,2.173392779,2.930265181,3.243352395,3.438012586,3.977459271,1.924378458,3.736211795,3.721793278,4.715342808,5.711437206,4.31398063,5.591823828,4.398184742,5.317686099
Israel,ISR,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781937861,0.711830141,0.776284246,0.936468083,0.685728743,2.451801629,0.510482142,0.784263786,1.588512264,3.244110151,2.002461233,9.729554683,4.675014995,3.269037211,0.826114762,3.332465022,2.774035218,0.867614634,1.295860006,1.439728663,3.614991395,4.526008602,2.128122068,1.615804862,2.158940769,1.070637829,1.935514064,1.770250559
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20500.53075,21542.62771,22183.3346,22828.27867,23319.96677,25688.08234,25740.79456,26044.74349,24648.27091,26056.3453,25625.03904,26336.42822,28175.20726,27994.90107,27903.11705,29298.96195,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,40937.00956,40219.26852,44064.5638,49509.12899
Israel,ISR,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66932.88723,69384.45167,71511.07582,74063.37217,74351.23302,77681.83666,76590.98369,76751.37852,76497.90194,77623.19051,77290.1811,79006.54997,80382.75214,80067.09735,80481.10404,82160.82804,84307.20797,84019.3726,85451.89847,86148.96517,86229.89711,88026.14667,89750.67904,91478.12079,93890.41811,93538.41417,98091.55782,100222.0441
Israel,ISR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,NA,70.47,70.6,NA,NA,NA,70.91,69.9,69.32,69.19,69.55,70.08,70.2,70.23,70.13,70.25,71.2,71.3,71.5,71.8,72.1,72.7,72.5,72.8,73.1,73.5,73.2,73.6,73.9,74.6,74.9,75.1,74.7,75.3,75.5,75.5,76.3,76,76.1,77,77.1,77.7,77.5,77.6,78,78.2,78.7,78.7,79,79.6,79.7,79.9,79.9,80.3,80.3,80.1,80.7,80.6,80.9,81,80.6,80.5,NA
Israel,ISR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,NA,73.62,73.7,NA,NA,NA,73.73,73.2,72.88,72.84,72.96,73.44,72,73.23,73.27,73.93,74.8,74.7,75,75.3,75.74,75.9,75.8,76.2,76.6,77,76.8,77,75,78.1,78.4,78.5,78.4,79.1,79.4,79.5,80,80.1,80.3,80.4,80.9,81.2,81.5,81.8,82.4,82.2,82.5,82.4,83,83.3,83.6,83.5,83.6,83.9,84.1,84.1,84.2,84.6,84.8,84.7,84.8,84.6,NA
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,NA,2.967243973,2.859320812,2.784820053,2.615394635,2.542150951,2.514387432,2.335013693,2.320351091,2.263434039,2.184173947,1.971323658,1.87599937,1.768292712,1.71270542,1.682000055,1.596558594,1.559039386,1.519196719,1.516874868,1.558462678,1.560203992,1.545468533,1.474218821,1.234018311,0.984565597,0.994723868,0.985133112,0.979189224,0.989093268,0.985130494,0.989785982,1.039161356,1.015821437,1.006157245,1.006200855,0.952779422,0.937713809,0.721865018,0.710794593,0.836180864,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.52519994,0.505234033,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.433519028,0.347874969,0.137869266,-0.176408651,-0.225898557
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,NA,267.112513,274.8603566,282.6222994,290.111497,297.5811113,305.1583143,312.3676446,319.7004147,327.0191375,334.2403794,340.8947128,347.3502592,353.5470558,359.6544267,365.7549762,371.6413332,377.4807692,383.2592266,389.1171055,395.2288513,401.4435828,407.6959569,413.7508086,418.8882024,423.0328012,427.261808,431.4917064,435.7375803,440.0688161,444.4254924,448.8461953,453.5347502,458.1653328,462.7984657,467.4786544,471.9539809,476.4003732,479.8517831,483.2746942,487.3326871,489.6647095,492.2485381,494.7554752,496.6176307,497.5174084,499.9823699,502.3074494,505.7707805,508.0139604,509.8159671,513.8042803,515.8755832,517.6122698,520.8524992,523.5255477,525.3700725,526.7348067,528.9690115,530.3772746,531.1090061,NA,NA
"Korea, Rep.",KOR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.5,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,Income share held by lowest 20%,SI.DST.FRST.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,7.2,NA,7.3,NA,7.3,NA,7.5,NA,7.5,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.3202439,54.924,55.5195122,55.97487805,57.17478049,58.2404878,59.50470732,61.28812195,61.559,62.05102439,62.16341463,62.61219512,63.0097561,63.40731707,63.80487805,64.15365854,64.50243902,64.9,65.19756098,65.54634146,66.04634146,66.54634146,67.09512195,67.54634146,68.19512195,68.79512195,69.44634146,69.99756098,70.54878049,71.04878049,71.59756098,72.04634146,72.49756098,72.99756098,73.39756098,73.7,74.15121951,74.60243902,75.00487805,75.4097561,75.9097561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.51707317,79.96829268,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927,83.42682927,83.52682927,NA
"Korea, Rep.",KOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.949,5.81,5.624,5.407,5.188,4.995,4.81,4.634,4.489,4.47,4.53,4.54,4.12,4.07,3.77,3.43,3,2.99,2.64,2.9,2.82,2.57,2.39,2.06,1.74,1.66,1.58,1.53,1.55,1.56,1.57,1.71,1.76,1.654,1.656,1.634,1.574,1.537,1.464,1.425,1.48,1.309,1.178,1.191,1.164,1.085,1.132,1.259,1.192,1.149,1.226,1.244,1.297,1.187,1.205,1.239,1.172,1.052,0.977,0.918,0.837,0.808,NA
"Korea, Rep.",KOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,32.081,30.26,28.178,25.327,22.893,21.03,19.875,18.6,12.711,12.932,12.723,12.409,12.007,12.989,14.325,14.826,15.448,16.713,15.234,13.976,12.409,14.825,16.104,15.018,13.694,11.12,9.484,7.856,6.389,5.029,4.081,3.694,3.412,2.796,2.527,2.306,2.145,2.041,1.971,1.895,1.81,1.71,1.615,1.538,1.493,1.74,2.073,2.292,2.461,2.472,2.789,2.966,3.167,3.226,3.174,2.987,2.838,2.473,2.363,2.387,2.371,2.211,NA
"Korea, Rep.",KOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,111.9,106.5,101.8,96.9,92,86.9,81.7,76.4,71.1,66,61.3,57.1,53.6,50.6,48.1,45.9,44.1,42.2,40.3,38.3,36.2,33.9,31.6,29.2,26.9,24.6,22.4,20.4,18.6,17,15.6,14.4,13.3,12.2,11.3,10.5,9.7,9.1,8.5,8,7.5,7.1,6.8,6.4,6,5.6,5.2,4.8,4.5,4.3,4.1,4,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.1,3,2.9,NA
"Korea, Rep.",KOR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0.9,NA,NA,0.9,NA,NA,0.3,NA,NA
"Korea, Rep.",KOR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.99605942,42.64764023,45.86647034,49.72827148,53.55078888,57.95661163,62.12215042,65.5421524,69.61734772,75.68464661,81.03746033,81.81230927,83.53072357,87.89958954,90.08705902,92.18093872,94.36012268,92.75531769,92.99983978,92.8971405,92.21611786,91.81614685,93.79379272,97.17899323,98.69451904,100.8120804,99.21933746,97.10823822,96.30731964,95.9592514,95.61708832,95.80931091,96.493927,97.19229889,97.06839752,95.80760193,95.24726105,95.04554749,95.97579193,96.36495972,96.8976593,97.80175781,99.36505127,99.86733246,100.0077972,100.4850464,100.3382492,98.50636292,95.86534882,96.03928375,NA,NA
"Korea, Rep.",KOR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877659976,0.880879998,0.881309986,0.882189989,0.883849978,0.88586998,0.890120029,0.898119986,0.911239982,0.934109986,0.949150026,0.954249978,0.957340002,0.966920018,0.975149989,0.980650008,0.993350029,0.977859974,0.980430007,0.983640015,0.987950027,0.991810024,0.997669995,0.997359991,1.012130022,1.015210032,1.010290027,1.011489987,1.009899974,1.009610057,1.010210037,1.009860039,1.009649992,1.009230018,1.007259965,1.002050042,0.999469995,0.999069989,0.998329997,0.997699976,0.996860027,0.997269988,0.997399986,0.996720016,0.995540023,0.994819999,0.995310009,0.995530009,0.996420026,0.996420026,NA,NA
"Korea, Rep.",KOR,Forest area (sq. km),AG.LND.FRST.K2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65510,65435,65360,65285,65210,65135,65060,64985,64910,64835,64760,64671,64582,64493,64404,64315,64226,64137,64048,63959,63870,63770,63670,63570,63470,63370,63250,63170,63070,62970,62870,NA,NA
"Korea, Rep.",KOR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.885269528,3.990245738,3.990245738,5.546051951,5.809074998,5.861935131,5.861935131
"Korea, Rep.",KOR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.71935235,32.79215773,33.8649631,34.93776848,36.01057385,37.08337923,38.1561846,39.22898998,40.37872012,41.52845027,42.67818042,43.82791056,44.97764071,44.9925469,45.0074531,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,45.02235929,NA,NA
"Korea, Rep.",KOR,Urban population growth (annual %),SP.URB.GROW,NA,5.887025028,6.066939939,5.945361164,5.739691399,5.615066944,5.54667786,7.090144996,7.543145661,7.317285878,7.088248573,5.725159401,5.206030516,5.008726784,4.870751555,4.755847476,5.046443534,5.031894977,4.875475794,4.747791334,4.672384398,4.491089138,4.337966078,4.155196283,3.807082639,3.442227486,3.735957327,3.771427854,3.607585836,3.457351386,3.308648727,2.505781485,2.163902578,2.098048043,2.053559227,2.017184418,1.491976086,1.246152242,1.025567984,1.012316745,1.134284408,1.167089278,1.026040123,0.956963846,0.829355606,0.63454984,0.749916123,0.631491672,0.884188822,0.639403401,0.621566983,0.753105096,0.437788266,0.367213427,0.540070703,0.437904533,0.308612806,0.20860462,0.379518534,0.312269898,0.118218403,-0.176410375,-0.209930834
"Korea, Rep.",KOR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.1107493,551.2581164,632.250969,675.2741086,693.3380479,758.2438194,866.0208045,935.264924,1063.677945,1082.192595,1046.414133,1095.503315,1168.980654,1257.116476,1302.102371,1477.312772,1579.665746,1761.014799,1857.298321,2167.339608,2306.643472,2534.341028,2814.188231,2958.40773,3210.132036,3454.854851,3726.157766,3377.635074,3708.705213,4002.671284,4033.318968,4170.476147,4233.487325,4332.667741,4364.219091,4412.527118,4564.98783,4629.777921,4649.765742,5045.487749,5216.587809,5248.519891,5231.67546,5289.275832,5413.347857,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.777465417,6.346881437,6.790028299,7.412765189,7.936041185,8.546915861,9.005890673,9.392904753,7.919526779,8.620916931,9.514045353,9.640540826,9.675782441,9.686601174,10.10574342,9.982494185,10.07162061,10.34626459,10.49694353,10.68064538,11.60782984,11.98480362,11.95852705,11.89003693,11.58871562,11.91468649,12.0162046,12.19149342,12.21645617,11.82528359,10.99002958,NA,NA
"Korea, Rep.",KOR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.5961286,343.5863454,397.0894301,458.9495538,501.7187147,577.9317603,659.2369313,779.5140737,880.5560875,913.629356,971.7934818,1027.860403,1140.705094,1250.236475,1340.129958,1480.018501,1674.247249,1920.523557,2095.194713,2373.214406,2588.848076,2826.188795,3091.371196,3495.488731,3881.024437,4280.71094,4651.628883,4436.174407,4878.833384,5906.959333,6309.203405,6673.937704,6977.317662,7390.794147,7796.314674,8039.796283,8462.206543,8772.287463,8877.574933,9716.126081,10129.95709,10305.32898,10384.62216,10496.51367,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3958824424,2417638423,2814626210,3988476879,3459032883,3120870871,3929018943,4855833210,6119284294,7678720155,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,1.01E+11,1.17E+11,1.48E+11,2.00E+11,2.47E+11,2.83E+11,3.31E+11,3.56E+11,3.93E+11,4.64E+11,5.67E+11,6.10E+11,5.70E+11,3.83E+11,4.98E+11,5.76E+11,5.48E+11,6.27E+11,7.03E+11,7.93E+11,9.35E+11,1.05E+12,1.17E+12,1.05E+12,9.44E+11,1.14E+12,1.25E+12,1.28E+12,1.37E+12,1.48E+12,1.47E+12,1.50E+12,1.62E+12,1.72E+12,1.65E+12,1.64E+12,1.81E+12,1.67E+12
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,NA,6.935992652,3.895272531,9.020568283,9.473824718,7.31843358,11.99395661,9.079606554,13.16576829,14.5613667,10.05273481,10.54551355,7.214360722,14.89832266,9.511835434,7.839933338,13.2214478,12.3359822,10.9529857,8.671226707,-1.64568764,7.246176285,8.338078087,13.37617449,10.55164035,7.838864022,11.3272612,12.72369212,11.98771556,7.072893605,9.877552502,10.77805613,6.198642798,6.877474129,9.268666338,9.614565393,7.890703326,6.170552427,-5.129448165,11.46694243,9.060833325,4.852399572,7.725142675,3.147291194,5.197391363,4.308542714,5.264326595,5.799548415,3.012984873,0.79269899,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.709415359,4.145323954,2.560537432
"Korea, Rep.",KOR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,NA,12.89771416,16.73237259,29.98041215,30.31564759,4.732163823,14.49679635,12.95920668,13.88147643,14.09143559,14.8436477,11.20758187,15.7804012,12.72116416,30.59536977,23.68226686,21.2369313,14.45389685,21.83572852,18.53472049,24.65099631,16.58578337,6.458295668,4.820285585,4.421300229,3.985435446,4.96718011,4.831107809,7.123308442,6.065125847,10.08746574,9.141033276,7.777964123,6.254522824,8.158958652,7.024561656,4.110674765,4.003285763,4.475923176,-1.22983539,1.021765005,3.478499147,3.033139646,3.449993463,3.127880288,1.041401492,-0.223195612,2.419195944,2.826302301,3.608644126,2.737496837,1.281863806,1.25180817,1.018543805,0.906896751,3.185595967,1.986038505,2.222781382,0.482948983,-0.839325308,1.563746857,2.497675721,1.217686161
"Korea, Rep.",KOR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,36.57462985,38.68080875,36.62202788,43.1051109,46.53237799,37.52706279,34.39639809,30.20706456,28.15878079,27.40995164,26.48573268,27.13787086,26.50608056,24.60695095,24.17204301,24.48594408,23.04668067,21.78997318,19.91691347,18.53633847,14.26931587,15.02542793,14.00327476,12.62527523,11.87256096,11.75369938,10.4282338,9.309206904,9.221019667,8.541523675,7.606496334,6.824490651,6.60760508,5.914881371,5.658221058,5.328672039,4.960650984,4.47516964,4.225940698,4.249754418,3.857792038,3.565819021,3.206802038,2.964597278,2.958018544,2.619975731,2.497470419,2.283409085,2.142249743,2.240556812,2.144016322,2.209199955,2.186185041,2.099047114,2.05667705,2.003907793,1.859034883,1.850756295,1.746403394,1.667930979,1.765720481,1.789648678,1.586389096
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.32693077,17.89857474,17.90106586,18.07135969,19.34568068,23.28602357,23.0559985,23.34043849,24.07702759,24.59890631,24.79796896,23.33042467,24.87756871,27.62469922,26.61100569,26.6853826,27.64081588,28.4639485,30.2112942,31.5585622,32.08022132,31.27252375,31.68245279,32.97968129,34.5128532,33.9458775,34.87480798,35.94773283,36.59023239,36.17361211,36.32183897,37.14771997,35.88131907,36.21407742,36.24273611,36.49125561,35.44805561,35.39646916,35.30828329,34.66586525,34.75531678,33.2209652,32.81274988,33.11125973,34.73483971,34.15033175,33.517273,33.45375008,32.51021797,32.90536001,34.11677597,34.45096726,34.13469264,34.44782919,34.09167237,34.14993567,34.29779968,34.76630854,34.04580231,32.67914892,32.5381602,32.44592495,31.75751815
"Korea, Rep.",KOR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2.641056423,4.043752072,3.88084176,3.953712633,4.961470867,7.13254751,8.441984804,9.112362972,10.14235927,10.61147015,11.43889008,12.6759744,16.5991049,23.92488195,22.23023403,22.65260442,25.53134155,26.04887119,24.99592518,23.65480228,28.43919839,29.93992325,27.36783122,27.88568172,28.90396265,26.87164486,31.96770817,34.81525549,32.4892616,27.35856909,24.99434074,23.77657475,24.07238864,23.67247042,24.0708426,25.72425197,24.80197143,28.34551472,39.5366811,32.59082294,33.93916896,31.78774105,29.77275441,31.39783726,36.75433645,35.2830828,35.62641862,37.39217969,47.64188521,45.18535191,47.10373691,53.3377319,54.09405134,51.29207111,47.83142087,42.98956153,40.13265091,40.93420694,41.71329084,39.27586107,36.35959055,42.03549524,48.25652274
"Korea, Rep.",KOR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.96478591,13.9542592,15.60535665,14.65766635,12.38339868,14.32523454,18.21592721,19.67874543,22.63571386,22.45220771,21.12207681,23.01337987,21.44246315,27.65364645,33.30044276,31.32895785,28.34904096,27.87656988,29.22180922,30.88978252,37.09166245,37.19141209,32.86108793,30.02654226,28.4638376,25.78540492,28.13931629,28.18489734,26.21437628,25.55509048,25.75597264,26.0485044,24.68703701,23.24620782,24.59514719,26.73976999,27.85200149,29.17752303,28.96079095,27.17193082,32.15599115,30.43605617,28.58028499,29.77676402,33.26137842,33.04172823,35.02545491,36.4823456,47.87446723,40.94826746,44.29585958,52.22858168,51.3642764,46.66003384,42.78302103,36.14293286,33.47115855,36.18671087,37.27557467,36.4812779,32.67445454,38.45684471,48.5265388
"Korea, Rep.",KOR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,10.52420968,12.69472986,14.07488385,18.78495661,15.41165337,14.75823911,21.69590095,22.19853837,27.09551657,29.93175758,26.324823,24.97673066,21.47995407,26.01089139,32.59962049,28.5263098,27.63597922,30.10570665,34.48448588,37.47388303,34.03062547,32.15998454,31.96698704,32.47674431,32.297977,32.27005198,32.61401086,32.58555208,34.81571591,36.71606701,39.55305296,41.23401783,38.73834045,37.65429611,38.51260183,38.94948795,39.42351944,37.18862188,27.77904874,31.01282773,32.8936287,31.60293756,31.09283276,32.27961522,32.54955312,32.50818478,32.99330799,33.09748305,33.6668294,29.39998973,32.55211358,33.31942582,31.31664675,29.88532729,29.79047863,29.52928082,30.1426786,32.28806347,31.48718418,31.49493367,31.88458527,32.089983,33.15504155
"Korea, Rep.",KOR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88750381,11.92263854,12.81467426,14.57756364,15.9747941,15.78882315,16.2356636,16.59141481,16.96156838,17.1814664,17.23788809,16.77142072,15.91906483,15.58838848,15.26521132,15.20980659,15.45124583,15.38101516,15.62255368,14.82507296,15.44637761,15.81089995,16.03384114,16.21597624,16.90350369,16.74164182,17.74883217,17.9230375,20.66300352,20.06500356,19.80836882,20.08876834,19.29133089,19.69231116,20.49362496,21.65870113,21.36588101,20.36564212,20.09507571,20.69234203,26.65220343,26.11512973,24.98844436,24.81399026,25.75718742,26.18468005,27.44892328,27.88016163,27.90250205,30.05717006,NA
"Korea, Rep.",KOR,Time required to start a business (days),IC.REG.DURS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,17,17,17,14,14,9,8,8,8,8,8,8,8,8,NA,NA,NA
